Ambient light color: Red=1 Green=1 Blue=1

Named object: "ARAK-AFT-L"
Tri-mesh, Vertices: 866     Faces: 1728
Vertex list:
Vertex 0:  X:-1.10261	Y:1.80099	Z:0.0408326
Vertex 430:  X:-1.06659	Y:1.60626	Z:1.41907
Vertex 431:  X:-1.06524	Y:1.59944	Z:1.47957
Vertex 432:  X:-1.07823	Y:1.62802	Z:1.44005
Vertex 433:  X:-1.08948	Y:1.64848	Z:1.3896
Vertex 434:  X:-1.07638	Y:1.62401	Z:1.37727
Vertex 435:  X:-1.08469	Y:1.63714	Z:1.33395
Vertex 436:  X:-1.09802	Y:1.66147	Z:1.34022
Vertex 437:  X:-1.10427	Y:1.68866	Z:1.34634
Vertex 438:  X:-1.10194	Y:1.71435	Z:1.35128
Vertex 439:  X:-1.09581	Y:1.67599	Z:1.40254
Vertex 440:  X:-1.09374	Y:1.70162	Z:1.41346
Vertex 441:  X:-1.06289	Y:1.63694	Z:1.53975
Vertex 442:  X:-1.08078	Y:1.67686	Z:1.48153
Vertex 443:  X:-1.08341	Y:1.65299	Z:1.46241
Vertex 444:  X:-1.06768	Y:1.61836	Z:1.51189
Vertex 445:  X:-1.05009	Y:1.6528	Z:1.55656
Vertex 446:  X:-1.06897	Y:1.69531	Z:1.49279
Vertex 447:  X:-1.03186	Y:1.66314	Z:1.56162
Vertex 448:  X:-1.05105	Y:1.7071	Z:1.49625
Vertex 449:  X:-1.06357	Y:1.73384	Z:1.42136
Vertex 450:  X:-1.08204	Y:1.72163	Z:1.41934
Vertex 451:  X:-1.08955	Y:1.7342	Z:1.35401
Vertex 452:  X:-1.07042	Y:1.74687	Z:1.35461
Vertex 453:  X:-1.04789	Y:1.75101	Z:1.35313
Vertex 454:  X:-1.0253	Y:1.74527	Z:1.34966
Vertex 455:  X:-1.04188	Y:1.73783	Z:1.41849
Vertex 456:  X:-1.0198	Y:1.73145	Z:1.41189
Vertex 457:  X:-0.992163	Y:1.66548	Z:1.53826
Vertex 458:  X:-1.00921	Y:1.70573	Z:1.48002
Vertex 459:  X:-1.0301	Y:1.71099	Z:1.49197
Vertex 460:  X:-1.01176	Y:1.66827	Z:1.55575
Vertex 461:  X:-0.976834	Y:1.65501	Z:1.50996
Vertex 462:  X:-0.991453	Y:1.69009	Z:1.46047
Vertex 463:  X:-0.966646	Y:1.63922	Z:1.47749
Vertex 464:  X:-0.978673	Y:1.66818	Z:1.43794
Vertex 465:  X:-0.986867	Y:1.68988	Z:1.38743
Vertex 466:  X:-1.00093	Y:1.71427	Z:1.40054
Vertex 467:  X:-1.00598	Y:1.72831	Z:1.34426
Vertex 468:  X:-0.991841	Y:1.70431	Z:1.33797
Vertex 469:  X:-0.984779	Y:1.67745	Z:1.33183
Vertex 470:  X:-0.979756	Y:1.66299	Z:1.37522
Vertex 471:  X:-0.972713	Y:1.64413	Z:1.41709
Vertex 472:  X:-0.964664	Y:1.62113	Z:1.44668
Vertex 473:  X:-0.960716	Y:1.55389	Z:1.32996
Vertex 474:  X:-0.979482	Y:1.55346	Z:1.29609
Vertex 475:  X:-0.982452	Y:1.56105	Z:1.33873
Vertex 476:  X:-0.9651	Y:1.56249	Z:1.36796
Vertex 477:  X:-0.995227	Y:1.54865	Z:1.2868
Vertex 478:  X:-0.99731	Y:1.55634	Z:1.33008
Vertex 479:  X:-0.996939	Y:1.55883	Z:1.36948
Vertex 480:  X:-0.982604	Y:1.56527	Z:1.37662
Vertex 481:  X:-0.966303	Y:1.56954	Z:1.40034
Vertex 482:  X:-0.967691	Y:1.58432	Z:1.42102
Vertex 483:  X:-0.981421	Y:1.5735	Z:1.40259
Vertex 484:  X:-0.997275	Y:1.56451	Z:1.39701
Vertex 485:  X:-1.01471	Y:1.56007	Z:1.4033
Vertex 486:  X:-1.03106	Y:1.55875	Z:1.42236
Vertex 487:  X:-1.01146	Y:1.55362	Z:1.37723
Vertex 488:  X:-1.02457	Y:1.54603	Z:1.40157
Vertex 489:  X:-1.02143	Y:1.52939	Z:1.33124
Vertex 490:  X:-1.02267	Y:1.53926	Z:1.36918
Vertex 491:  X:-1.01095	Y:1.54955	Z:1.33933
Vertex 492:  X:-1.00955	Y:1.54133	Z:1.29673
Vertex 493:  X:-1.03015	Y:1.51135	Z:1.39301
Vertex 494:  X:-1.03176	Y:1.52404	Z:1.42231
Vertex 495:  X:-1.03228	Y:1.49459	Z:1.46427
Vertex 496:  X:-1.03466	Y:1.5101	Z:1.48426
Vertex 497:  X:-1.03863	Y:1.52888	Z:1.49539
Vertex 498:  X:-1.03449	Y:1.53681	Z:1.44439
Vertex 499:  X:-1.04366	Y:1.55912	Z:1.4551
Vertex 500:  X:-1.0504	Y:1.56265	Z:1.49535
Vertex 501:  X:-1.0492	Y:1.57081	Z:1.5369
Vertex 502:  X:-1.0406	Y:1.58125	Z:1.57199
Vertex 503:  X:-1.03392	Y:1.52702	Z:1.54422
Vertex 504:  X:-1.02168	Y:1.53007	Z:1.58457
Vertex 505:  X:-1.0089	Y:1.48535	Z:1.57503
Vertex 506:  X:-1.01338	Y:1.50335	Z:1.5851
Vertex 507:  X:-1.02783	Y:1.50368	Z:1.54059
Vertex 508:  X:-1.02443	Y:1.48634	Z:1.52723
Vertex 509:  X:-0.987799	Y:1.48959	Z:1.60347
Vertex 510:  X:-0.993465	Y:1.50769	Z:1.61156
Vertex 511:  X:-0.964512	Y:1.4975	Z:1.6126
Vertex 512:  X:-0.971397	Y:1.51536	Z:1.62005
Vertex 513:  X:-0.982766	Y:1.5438	Z:1.61634
Vertex 514:  X:-1.00328	Y:1.53544	Z:1.60877
Vertex 515:  X:-1.02517	Y:1.59166	Z:1.59283
Vertex 516:  X:-1.00597	Y:1.6008	Z:1.59948
Vertex 517:  X:-0.986066	Y:1.60744	Z:1.592
Vertex 518:  X:-0.968505	Y:1.61034	Z:1.57047
Vertex 519:  X:-0.96249	Y:1.5519	Z:1.6079
Vertex 520:  X:-0.946409	Y:1.56044	Z:1.58298
Vertex 521:  X:-0.925522	Y:1.519	Z:1.57327
Vertex 522:  X:-0.934131	Y:1.53533	Z:1.58342
Vertex 523:  X:-0.95051	Y:1.52502	Z:1.61065
Vertex 524:  X:-0.942606	Y:1.50783	Z:1.60251
Vertex 525:  X:-0.916774	Y:1.52977	Z:1.52496
Vertex 526:  X:-0.925589	Y:1.54493	Z:1.53843
Vertex 527:  X:-0.919823	Y:1.53997	Z:1.46189
Vertex 528:  X:-0.927874	Y:1.55319	Z:1.482
Vertex 529:  X:-0.937346	Y:1.56974	Z:1.49324
Vertex 530:  X:-0.936949	Y:1.56614	Z:1.54217
Vertex 531:  X:-0.956349	Y:1.60827	Z:1.53494
Vertex 532:  X:-0.951691	Y:1.60248	Z:1.49326
Vertex 533:  X:-0.956627	Y:1.59424	Z:1.45326
Vertex 534:  X:-0.949448	Y:1.57112	Z:1.4426
Vertex 535:  X:-0.943976	Y:1.55946	Z:1.42045
Vertex 536:  X:-0.937624	Y:1.54868	Z:1.39105
Vertex 537:  X:-0.918072	Y:1.4534	Z:1.16914
Vertex 538:  X:-0.940398	Y:1.45451	Z:1.12951
Vertex 539:  X:-0.951416	Y:1.48239	Z:1.17244
Vertex 540:  X:-0.929868	Y:1.48146	Z:1.21124
Vertex 541:  X:-0.958904	Y:1.44956	Z:1.11849
Vertex 542:  X:-0.96931	Y:1.4776	Z:1.16152
Vertex 543:  X:-0.979521	Y:1.50522	Z:1.20505
Vertex 544:  X:-0.962305	Y:1.51004	Z:1.21548
Vertex 545:  X:-0.941602	Y:1.50948	Z:1.25306
Vertex 546:  X:-0.952449	Y:1.53507	Z:1.29165
Vertex 547:  X:-0.972214	Y:1.5351	Z:1.25586
Vertex 548:  X:-0.988724	Y:1.53024	Z:1.24592
Vertex 549:  X:-1.00361	Y:1.52243	Z:1.25652
Vertex 550:  X:-1.01583	Y:1.5095	Z:1.29299
Vertex 551:  X:-0.994875	Y:1.4969	Z:1.21617
Vertex 552:  X:-1.00734	Y:1.48296	Z:1.25445
Vertex 553:  X:-0.988431	Y:1.42501	Z:1.17062
Vertex 554:  X:-0.997878	Y:1.45402	Z:1.21268
Vertex 555:  X:-0.985109	Y:1.4688	Z:1.17315
Vertex 556:  X:-0.975252	Y:1.44045	Z:1.13024
Vertex 557:  X:-0.997711	Y:1.40166	Z:1.24443
Vertex 558:  X:-1.00669	Y:1.4313	Z:1.28543
Vertex 559:  X:-0.999042	Y:1.37897	Z:1.32974
Vertex 560:  X:-1.00786	Y:1.40936	Z:1.36932
Vertex 561:  X:-1.01728	Y:1.44076	Z:1.40621
Vertex 562:  X:-1.01598	Y:1.4614	Z:1.32494
Vertex 563:  X:-1.02434	Y:1.48928	Z:1.36068
Vertex 564:  X:-1.0259	Y:1.47016	Z:1.4385
Vertex 565:  X:-1.01724	Y:1.46054	Z:1.50536
Vertex 566:  X:-1.00063	Y:1.45854	Z:1.55641
Vertex 567:  X:-1.00782	Y:1.42962	Z:1.47652
Vertex 568:  X:-0.990132	Y:1.42646	Z:1.53036
Vertex 569:  X:-0.969055	Y:1.36117	Z:1.46122
Vertex 570:  X:-0.979035	Y:1.39275	Z:1.49834
Vertex 571:  X:-0.997709	Y:1.39693	Z:1.44225
Vertex 572:  X:-0.988464	Y:1.36581	Z:1.40408
Vertex 573:  X:-0.94364	Y:1.36381	Z:1.49542
Vertex 574:  X:-0.954626	Y:1.39558	Z:1.53171
Vertex 575:  X:-0.916435	Y:1.37236	Z:1.50625
Vertex 576:  X:-0.928367	Y:1.40383	Z:1.54245
Vertex 577:  X:-0.941439	Y:1.43786	Z:1.57276
Vertex 578:  X:-0.96674	Y:1.42969	Z:1.56251
Vertex 579:  X:-0.978344	Y:1.46231	Z:1.58677
Vertex 580:  X:-0.954012	Y:1.47039	Z:1.59654
Vertex 581:  X:-0.93126	Y:1.48131	Z:1.58578
Vertex 582:  X:-0.913716	Y:1.49361	Z:1.55457
Vertex 583:  X:-0.917947	Y:1.44938	Z:1.56148
Vertex 584:  X:-0.900049	Y:1.46281	Z:1.52846
Vertex 585:  X:-0.872461	Y:1.40015	Z:1.45918
Vertex 586:  X:-0.88584	Y:1.43036	Z:1.49637
Vertex 587:  X:-0.904143	Y:1.41595	Z:1.53064
Vertex 588:  X:-0.891325	Y:1.38491	Z:1.49431
Vertex 589:  X:-0.863795	Y:1.41611	Z:1.40145
Vertex 590:  X:-0.877342	Y:1.44549	Z:1.4397
Vertex 591:  X:-0.868687	Y:1.43157	Z:1.32698
Vertex 592:  X:-0.881987	Y:1.46014	Z:1.36666
Vertex 593:  X:-0.895623	Y:1.48985	Z:1.40364
Vertex 594:  X:-0.891473	Y:1.47656	Z:1.47406
Vertex 595:  X:-0.90501	Y:1.50582	Z:1.50299
Vertex 596:  X:-0.908564	Y:1.51751	Z:1.43602
Vertex 597:  X:-0.927805	Y:1.52823	Z:1.35864
Vertex 598:  X:-0.915855	Y:1.5018	Z:1.32283
Vertex 599:  X:-0.90311	Y:1.47309	Z:1.28324
Vertex 600:  X:-0.890502	Y:1.44492	Z:1.24216
Vertex 601:  X:-0.875639	Y:1.35071	Z:0.994769
Vertex 602:  X:-0.899499	Y:1.34969	Z:0.959337
Vertex 603:  X:-0.909725	Y:1.37798	Z:1.00694
Vertex 604:  X:-0.885653	Y:1.37869	Z:1.04416
Vertex 605:  X:-0.919873	Y:1.34382	Z:0.94963
Vertex 606:  X:-0.930216	Y:1.37206	Z:0.996581
Vertex 607:  X:-0.939871	Y:1.39821	Z:1.03881
Vertex 608:  X:-0.920045	Y:1.40373	Z:1.04954
Vertex 609:  X:-0.896542	Y:1.40371	Z:1.08826
Vertex 610:  X:-0.907173	Y:1.4281	Z:1.12887
Vertex 611:  X:-0.930105	Y:1.42876	Z:1.08947
Vertex 612:  X:-0.949289	Y:1.42362	Z:1.07836
Vertex 613:  X:-0.966252	Y:1.41418	Z:1.09023
Vertex 614:  X:-0.980186	Y:1.39864	Z:1.13042
Vertex 615:  X:-0.957573	Y:1.38859	Z:1.05034
Vertex 616:  X:-0.972386	Y:1.37311	Z:1.08986
Vertex 617:  X:-0.954159	Y:1.31903	Z:0.996429
Vertex 618:  X:-0.964468	Y:1.34689	Z:1.04582
Vertex 619:  X:-0.948681	Y:1.36226	Z:1.00777
Vertex 620:  X:-0.93825	Y:1.33406	Z:0.960157
Vertex 621:  X:-0.966894	Y:1.29693	Z:1.06362
Vertex 622:  X:-0.976923	Y:1.32428	Z:1.11606
Vertex 623:  X:-0.970826	Y:1.27629	Z:1.14084
Vertex 624:  X:-0.980781	Y:1.30292	Z:1.19691
Vertex 625:  X:-0.986451	Y:1.32804	Z:1.24589
Vertex 626:  X:-0.983614	Y:1.35006	Z:1.16229
Vertex 627:  X:-0.990282	Y:1.37522	Z:1.20423
Vertex 628:  X:-0.992208	Y:1.35264	Z:1.28938
Vertex 629:  X:-0.981632	Y:1.33961	Z:1.36357
Vertex 630:  X:-0.961667	Y:1.33515	Z:1.4207
Vertex 631:  X:-0.976106	Y:1.31566	Z:1.31853
Vertex 632:  X:-0.955811	Y:1.31187	Z:1.37426
Vertex 633:  X:-0.940952	Y:1.26215	Z:1.25751
Vertex 634:  X:-0.950151	Y:1.28825	Z:1.32032
Vertex 635:  X:-0.970776	Y:1.29128	Z:1.26679
Vertex 636:  X:-0.961535	Y:1.2649	Z:1.20708
Vertex 637:  X:-0.913247	Y:1.2668	Z:1.28752
Vertex 638:  X:-0.922148	Y:1.29274	Z:1.3521
Vertex 639:  X:-0.882463	Y:1.27696	Z:1.297
Vertex 640:  X:-0.891439	Y:1.30286	Z:1.36225
Vertex 641:  X:-0.899232	Y:1.3251	Z:1.41808
Vertex 642:  X:-0.928687	Y:1.3156	Z:1.40755
Vertex 643:  X:-0.935423	Y:1.33822	Z:1.45468
Vertex 644:  X:-0.907118	Y:1.34714	Z:1.46559
Vertex 645:  X:-0.880969	Y:1.36019	Z:1.45353
Vertex 646:  X:-0.861193	Y:1.37568	Z:1.41858
Vertex 647:  X:-0.871838	Y:1.33854	Z:1.40635
Vertex 648:  X:-0.850945	Y:1.35418	Z:1.37205
Vertex 649:  X:-0.831551	Y:1.30629	Z:1.25519
Vertex 650:  X:-0.840595	Y:1.33245	Z:1.318
Vertex 651:  X:-0.862698	Y:1.31673	Z:1.35085
Vertex 652:  X:-0.853619	Y:1.29086	Z:1.28626
Vertex 653:  X:-0.820486	Y:1.32181	Z:1.2041
Vertex 654:  X:-0.829804	Y:1.34816	Z:1.26381
Vertex 655:  X:-0.824788	Y:1.33522	Z:1.13776
Vertex 656:  X:-0.833896	Y:1.36219	Z:1.19381
Vertex 657:  X:-0.845463	Y:1.38493	Z:1.24291
Vertex 658:  X:-0.841004	Y:1.37017	Z:1.31568
Vertex 659:  X:-0.852008	Y:1.39191	Z:1.36083
Vertex 660:  X:-0.856802	Y:1.40727	Z:1.28652
Vertex 661:  X:-0.878965	Y:1.42013	Z:1.20188
Vertex 662:  X:-0.867833	Y:1.39678	Z:1.15984
Vertex 663:  X:-0.856445	Y:1.37289	Z:1.11352
Vertex 664:  X:-0.846723	Y:1.34542	Z:1.06107
Vertex 665:  X:-0.826763	Y:1.19434	Z:0.716411
Vertex 666:  X:-0.847644	Y:1.1964	Z:0.694658
Vertex 667:  X:-0.864334	Y:1.24046	Z:0.771319
Vertex 668:  X:-0.844139	Y:1.23885	Z:0.797725
Vertex 669:  X:-0.864766	Y:1.19249	Z:0.687921
Vertex 670:  X:-0.880919	Y:1.23651	Z:0.763819
Vertex 671:  X:-0.895429	Y:1.27627	Z:0.833507
Vertex 672:  X:-0.878597	Y:1.28052	Z:0.841817
Vertex 673:  X:-0.858304	Y:1.27962	Z:0.872923
Vertex 674:  X:-0.867645	Y:1.31723	Z:0.93774
Vertex 675:  X:-0.889721	Y:1.31707	Z:0.904392
Vertex 676:  X:-0.908323	Y:1.31191	Z:0.895305
Vertex 677:  X:-0.924955	Y:1.30285	Z:0.905138
Vertex 678:  X:-0.939093	Y:1.2884	Z:0.93925
Vertex 679:  X:-0.910182	Y:1.26777	Z:0.842485
Vertex 680:  X:-0.922416	Y:1.25375	Z:0.874279
Vertex 681:  X:-0.891737	Y:1.16812	Z:0.717785
Vertex 682:  X:-0.907162	Y:1.21342	Z:0.799058
Vertex 683:  X:-0.895317	Y:1.22796	Z:0.771974
Vertex 684:  X:-0.879545	Y:1.18352	Z:0.695332
Vertex 685:  X:-0.90108	Y:1.14517	Z:0.760918
Vertex 686:  X:-0.916088	Y:1.19152	Z:0.848343
Vertex 687:  X:-0.903166	Y:1.12251	Z:0.815121
Vertex 688:  X:-0.917986	Y:1.16997	Z:0.907451
Vertex 689:  X:-0.934149	Y:1.21182	Z:0.998284
Vertex 690:  X:-0.931681	Y:1.23259	Z:0.931994
Vertex 691:  X:-0.950215	Y:1.26704	Z:1.00301
Vertex 692:  X:-0.953537	Y:1.24662	Z:1.07607
Vertex 693:  X:-0.944273	Y:1.23495	Z:1.13811
Vertex 694:  X:-0.925284	Y:1.23131	Z:1.18509
Vertex 695:  X:-0.924756	Y:1.19946	Z:1.05778
Vertex 696:  X:-0.907203	Y:1.19451	Z:1.10297
Vertex 697:  X:-0.875019	Y:1.10117	Z:0.91012
Vertex 698:  X:-0.890948	Y:1.15073	Z:1.00924
Vertex 699:  X:-0.908748	Y:1.15646	Z:0.964003
Vertex 700:  X:-0.893575	Y:1.10777	Z:0.866777
Vertex 701:  X:-0.850259	Y:1.10266	Z:0.934888
Vertex 702:  X:-0.867157	Y:1.1525	Z:1.0344
Vertex 703:  X:-0.823509	Y:1.11054	Z:0.941416
Vertex 704:  X:-0.841434	Y:1.16023	Z:1.0417
Vertex 705:  X:-0.857363	Y:1.20492	Z:1.13668
Vertex 706:  X:-0.883221	Y:1.19694	Z:1.12856
Vertex 707:  X:-0.899428	Y:1.23496	Z:1.21297
Vertex 708:  X:-0.871094	Y:1.24413	Z:1.22185
Vertex 709:  X:-0.844673	Y:1.25705	Z:1.21181
Vertex 710:  X:-0.824555	Y:1.27195	Z:1.18296
Vertex 711:  X:-0.833523	Y:1.217	Z:1.12751
Vertex 712:  X:-0.815512	Y:1.2315	Z:1.10103
Vertex 713:  X:-0.781089	Y:1.13906	Z:0.908134
Vertex 714:  X:-0.800412	Y:1.18726	Z:1.00733
Vertex 715:  X:-0.817833	Y:1.1724	Z:1.03336
Vertex 716:  X:-0.799034	Y:1.12333	Z:0.933805
Vertex 717:  X:-0.773897	Y:1.15606	Z:0.864246
Vertex 718:  X:-0.793227	Y:1.20307	Z:0.96156
Vertex 719:  X:-0.779713	Y:1.17232	Z:0.812511
Vertex 720:  X:-0.798613	Y:1.21813	Z:0.904927
Vertex 721:  X:-0.812555	Y:1.26088	Z:0.995713
Vertex 722:  X:-0.807966	Y:1.24658	Z:1.05532
Vertex 723:  X:-0.81513	Y:1.28705	Z:1.13538
Vertex 724:  X:-0.819456	Y:1.30071	Z:1.07323
Vertex 725:  X:-0.840592	Y:1.31127	Z:1.00069
Vertex 726:  X:-0.833004	Y:1.2724	Z:0.929907
Vertex 727:  X:-0.818908	Y:1.23073	Z:0.846288
Vertex 728:  X:-0.800727	Y:1.18566	Z:0.758796
Vertex 729:  X:-0.718527	Y:1.0236	Z:0.424307
Vertex 730:  X:-0.754261	Y:1.02118	Z:0.406422
Vertex 731:  X:-0.780588	Y:1.05963	Z:0.46172
Vertex 732:  X:-0.750161	Y:1.06007	Z:0.481693
Vertex 733:  X:-0.793436	Y:1.00857	Z:0.40285
Vertex 734:  X:-0.81073	Y:1.05094	Z:0.457271
Vertex 735:  X:-0.828462	Y:1.09528	Z:0.528717
Vertex 736:  X:-0.807446	Y:1.10039	Z:0.53399
Vertex 737:  X:-0.782418	Y:1.09921	Z:0.555997
Vertex 738:  X:-0.807698	Y:1.14557	Z:0.635442
Vertex 739:  X:-0.82924	Y:1.14784	Z:0.613592
Vertex 740:  X:-0.846895	Y:1.14399	Z:0.607617
Vertex 741:  X:-0.862051	Y:1.13461	Z:0.614286
Vertex 742:  X:-0.874567	Y:1.11859	Z:0.636855
Vertex 743:  X:-0.84693	Y:1.08446	Z:0.534825
Vertex 744:  X:-0.862706	Y:1.06682	Z:0.557695
Vertex 745:  X:-0.856967	Y:0.96774	Z:0.427235
Vertex 746:  X:-0.859446	Y:1.01598	Z:0.484004
Vertex 747:  X:-0.838277	Y:1.03635	Z:0.46294
Vertex 748:  X:-0.830234	Y:0.990524	Z:0.408029
Vertex 749:  X:-0.870289	Y:0.941581	Z:0.462981
Vertex 750:  X:-0.870454	Y:0.989954	Z:0.525738
Vertex 751:  X:-0.868763	Y:0.918001	Z:0.502867
Vertex 752:  X:-0.870169	Y:0.965094	Z:0.572316
Vertex 753:  X:-0.873579	Y:1.0179	Z:0.648812
Vertex 754:  X:-0.872013	Y:1.04248	Z:0.600479
Vertex 755:  X:-0.884305	Y:1.09486	Z:0.678585
Vertex 756:  X:-0.886544	Y:1.07114	Z:0.728623
Vertex 757:  X:-0.876564	Y:1.0552	Z:0.776121
Vertex 758:  X:-0.857266	Y:1.04749	Z:0.81381
Vertex 759:  X:-0.862821	Y:1.0012	Z:0.690383
Vertex 760:  X:-0.842392	Y:0.992822	Z:0.720648
Vertex 761:  X:-0.828511	Y:0.89619	Z:0.556012
Vertex 762:  X:-0.834057	Y:0.940568	Z:0.632835
Vertex 763:  X:-0.857454	Y:0.948223	Z:0.607911
Vertex 764:  X:-0.854484	Y:0.902042	Z:0.534457
Vertex 765:  X:-0.792148	Y:0.900868	Z:0.568549
Vertex 766:  X:-0.801723	Y:0.943356	Z:0.647403
Vertex 767:  X:-0.751404	Y:0.914138	Z:0.572087
Vertex 768:  X:-0.766199	Y:0.95427	Z:0.651736
Vertex 769:  X:-0.784181	Y:1.00287	Z:0.742273
Vertex 770:  X:-0.814286	Y:0.994017	Z:0.737196
Vertex 771:  X:-0.83155	Y:1.04847	Z:0.834422
Vertex 772:  X:-0.80384	Y:1.05649	Z:0.840178
Vertex 773:  X:-0.778557	Y:1.06986	Z:0.833301
Vertex 774:  X:-0.760123	Y:1.08668	Z:0.811756
Vertex 775:  X:-0.756568	Y:1.0173	Z:0.735976
Vertex 776:  X:-0.736123	Y:1.0357	Z:0.718401
Vertex 777:  X:-0.684072	Y:0.954467	Z:0.552958
Vertex 778:  X:-0.708568	Y:0.991199	Z:0.630182
Vertex 779:  X:-0.733232	Y:0.970991	Z:0.645955
Vertex 780:  X:-0.713018	Y:0.932795	Z:0.566876
Vertex 781:  X:-0.670231	Y:0.976383	Z:0.530561
Vertex 782:  X:-0.697954	Y:1.01258	Z:0.604538
Vertex 783:  X:-0.672179	Y:0.997317	Z:0.498711
Vertex 784:  X:-0.70211	Y:1.0329	Z:0.568762
Vertex 785:  X:-0.734307	Y:1.07409	Z:0.645867
Vertex 786:  X:-0.728339	Y:1.05546	Z:0.68754
Vertex 787:  X:-0.752961	Y:1.10507	Z:0.773507
Vertex 788:  X:-0.759178	Y:1.12253	Z:0.72593
Vertex 789:  X:-0.780884	Y:1.13658	Z:0.676398
Vertex 790:  X:-0.755765	Y:1.08939	Z:0.598021
Vertex 791:  X:-0.721757	Y:1.04995	Z:0.522594
Vertex 792:  X:-0.689193	Y:1.01465	Z:0.459152
Vertex 793:  X:-0.685837	Y:0.909384	Z:0.350946
Vertex 794:  X:-0.709512	Y:0.89719	Z:0.344808
Vertex 795:  X:-0.714175	Y:0.916507	Z:0.351812
Vertex 796:  X:-0.682	Y:0.925776	Z:0.358783
Vertex 797:  X:-0.743369	Y:0.882404	Z:0.342023
Vertex 798:  X:-0.751054	Y:0.901833	Z:0.349329
Vertex 799:  X:-0.761696	Y:0.928819	Z:0.360945
Vertex 800:  X:-0.720517	Y:0.943871	Z:0.363563
Vertex 801:  X:-0.684513	Y:0.951979	Z:0.372244
Vertex 802:  X:-0.695845	Y:0.986347	Z:0.390738
Vertex 803:  X:-0.734058	Y:0.980676	Z:0.377735
Vertex 804:  X:-0.77658	Y:0.96644	Z:0.374919
Vertex 805:  X:-0.81694	Y:0.947236	Z:0.379487
Vertex 806:  X:-0.84789	Y:0.925001	Z:0.393953
Vertex 807:  X:-0.801664	Y:0.91113	Z:0.365279
Vertex 808:  X:-0.832873	Y:0.89212	Z:0.375381
Vertex 809:  X:-0.803146	Y:0.862053	Z:0.353427
Vertex 810:  X:-0.816992	Y:0.871311	Z:0.361638
Vertex 811:  X:-0.787671	Y:0.886854	Z:0.353366
Vertex 812:  X:-0.777879	Y:0.869606	Z:0.346253
Vertex 813:  X:-0.808736	Y:0.849334	Z:0.356946
Vertex 814:  X:-0.831983	Y:0.854948	Z:0.371861
Vertex 815:  X:-0.809434	Y:0.838186	Z:0.365834
Vertex 816:  X:-0.833843	Y:0.84171	Z:0.38446
Vertex 817:  X:-0.849404	Y:0.855767	Z:0.412608
Vertex 818:  X:-0.848585	Y:0.872153	Z:0.392663
Vertex 819:  X:-0.862176	Y:0.901672	Z:0.42083
Vertex 820:  X:-0.861593	Y:0.881423	Z:0.451107
Vertex 821:  X:-0.847931	Y:0.868428	Z:0.475775
Vertex 822:  X:-0.821809	Y:0.864369	Z:0.493797
Vertex 823:  X:-0.837719	Y:0.846542	Z:0.431149
Vertex 824:  X:-0.812808	Y:0.845081	Z:0.446433
Vertex 825:  X:-0.791689	Y:0.835186	Z:0.392861
Vertex 826:  X:-0.802084	Y:0.836234	Z:0.412364
Vertex 827:  X:-0.823772	Y:0.835542	Z:0.399862
Vertex 828:  X:-0.802184	Y:0.83395	Z:0.379571
Vertex 829:  X:-0.765537	Y:0.840914	Z:0.388837
Vertex 830:  X:-0.769091	Y:0.843577	Z:0.416264
Vertex 831:  X:-0.730371	Y:0.852523	Z:0.386576
Vertex 832:  X:-0.731304	Y:0.856362	Z:0.415673
Vertex 833:  X:-0.73454	Y:0.866423	Z:0.454654
Vertex 834:  X:-0.776324	Y:0.852255	Z:0.453576
Vertex 835:  X:-0.783845	Y:0.870927	Z:0.504139
Vertex 836:  X:-0.741041	Y:0.885277	Z:0.506949
Vertex 837:  X:-0.700397	Y:0.904596	Z:0.502375
Vertex 838:  X:-0.668915	Y:0.926057	Z:0.490564
Vertex 839:  X:-0.694693	Y:0.885191	Z:0.45185
Vertex 840:  X:-0.663732	Y:0.905229	Z:0.443281
Vertex 841:  X:-0.674007	Y:0.882667	Z:0.390372
Vertex 842:  X:-0.666547	Y:0.890919	Z:0.409498
Vertex 843:  X:-0.695232	Y:0.873377	Z:0.414702
Vertex 844:  X:-0.696939	Y:0.868591	Z:0.387387
Vertex 845:  X:-0.666083	Y:0.888863	Z:0.376694
Vertex 846:  X:-0.65092	Y:0.905283	Z:0.396207
Vertex 847:  X:-0.664306	Y:0.896741	Z:0.362765
Vertex 848:  X:-0.648515	Y:0.916485	Z:0.380541
Vertex 849:  X:-0.646049	Y:0.937815	Z:0.408308
Vertex 850:  X:-0.647381	Y:0.923338	Z:0.427124
Vertex 851:  X:-0.653596	Y:0.946837	Z:0.471666
Vertex 852:  X:-0.65368	Y:0.965311	Z:0.446711
Vertex 853:  X:-0.668407	Y:0.979853	Z:0.416733
Vertex 854:  X:-0.658731	Y:0.948754	Z:0.388649
Vertex 855:  X:-0.659495	Y:0.924543	Z:0.368213
Vertex 856:  X:-0.672865	Y:0.904154	Z:0.354073
Vertex 857:  X:-0.701008	Y:0.884524	Z:0.344877
Vertex 858:  X:-0.694229	Y:0.87629	Z:0.352052
Vertex 859:  X:-0.733339	Y:0.857932	Z:0.349387
Vertex 860:  X:-0.737323	Y:0.867413	Z:0.341907
Vertex 861:  X:-0.775207	Y:0.854586	Z:0.346446
Vertex 862:  X:-0.774111	Y:0.844059	Z:0.353741
Vertex 863:  X:-0.769049	Y:0.840288	Z:0.367934
